"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 25-34","2022Q4",81.76,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 35-44","2022Q4",78.6,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 45-54","2022Q4",80,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 55-64","2022Q4",68.71,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 65+","2022Q4",18.72,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): Total","2022Q4",61.01,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 15-19","2022Q4",18.66,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 20-24","2022Q4",70.95,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 25-29","2022Q4",87.95,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 30-34","2022Q4",85.67,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 35-39","2022Q4",85.65,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 40-44","2022Q4",86.73,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 45-49","2022Q4",87.46,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 50-54","2022Q4",85.85,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 55-59","2022Q4",82.74,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 60-64","2022Q4",73.32,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 65+","2022Q4",25.34,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): Total","2022Q4",69.31,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 15-19","2022Q4",17.31,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 20-24","2022Q4",69.06,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 25-29","2022Q4",90.55,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 30-34","2022Q4",92.4,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 35-39","2022Q4",93.42,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 40-44","2022Q4",93.77,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 45-49","2022Q4",93.5,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 50-54","2022Q4",92.68,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 55-59","2022Q4",91.6,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 60-64","2022Q4",83.74,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 65+","2022Q4",34.03,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): Total","2022Q4",53.26,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 15-19","2022Q4",20.15,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 20-24","2022Q4",73.03,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 25-29","2022Q4",85.21,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 30-34","2022Q4",78.59,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 35-39","2022Q4",77.62,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 40-44","2022Q4",79.49,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 45-49","2022Q4",81.08,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 50-54","2022Q4",78.72,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 55-59","2022Q4",73.89,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 60-64","2022Q4",63.13,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 65+","2022Q4",18.72,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2022Q3",61.28,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-64","2022Q3",78.82,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15-24","2022Q3",47.94,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 25+","2022Q3",62.85,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15+","2022Q3",69.84,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-64","2022Q3",84.55,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 15-24","2022Q3",46.66,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Youth, adults): 25+","2022Q3",72.79,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15+","2022Q3",53.3,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-64","2022Q3",72.97,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 15-24","2022Q3",49.3,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Youth, adults): 25+","2022Q3",53.74,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): Total","2022Q3",61.28,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 15-24","2022Q3",47.94,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 25-54","2022Q3",86.75,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 55-64","2022Q3",78.04,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (Aggregate bands): 65+","2022Q3",25.5,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): Total","2022Q3",69.84,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 15-24","2022Q3",46.66,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 25-54","2022Q3",93.06,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 55-64","2022Q3",87.66,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (Aggregate bands): 65+","2022Q3",34.88,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): Total","2022Q3",53.3,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 15-24","2022Q3",49.3,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 25-54","2022Q3",80.3,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 55-64","2022Q3",68.51,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (Aggregate bands): 65+","2022Q3",18.31,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): Total","2022Q3",61.28,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 15-24","2022Q3",47.94,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 25-34","2022Q3",87.01,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 35-44","2022Q3",86.5,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 45-54","2022Q3",86.77,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 55-64","2022Q3",78.04,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (10-year bands): 65+","2022Q3",25.5,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): Total","2022Q3",69.84,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 15-24","2022Q3",46.66,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 25-34","2022Q3",91.59,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 35-44","2022Q3",94.16,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 45-54","2022Q3",93.19,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 55-64","2022Q3",87.66,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (10-year bands): 65+","2022Q3",34.88,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): Total","2022Q3",53.3,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 15-24","2022Q3",49.3,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 25-34","2022Q3",82.34,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 35-44","2022Q3",78.71,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 45-54","2022Q3",80.21,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 55-64","2022Q3",68.51,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (10-year bands): 65+","2022Q3",18.31,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): Total","2022Q3",61.28,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 15-19","2022Q3",20.55,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 20-24","2022Q3",72.4,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 25-29","2022Q3",87.87,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 30-34","2022Q3",86.29,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 35-39","2022Q3",85.6,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 40-44","2022Q3",87.31,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 45-49","2022Q3",88.08,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 50-54","2022Q3",85.55,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 55-59","2022Q3",82.86,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 60-64","2022Q3",72.81,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Total","Age (5-year bands): 65+","2022Q3",25.5,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): Total","2022Q3",69.84,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 15-19","2022Q3",19.15,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 20-24","2022Q3",71.2,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 25-29","2022Q3",89.88,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 30-34","2022Q3",93.01,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 35-39","2022Q3",93.73,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 40-44","2022Q3",94.54,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 45-49","2022Q3",94.58,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 50-54","2022Q3",91.98,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 55-59","2022Q3",91.79,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 60-64","2022Q3",83.15,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Male","Age (5-year bands): 65+","2022Q3",34.88,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): Total","2022Q3",53.3,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 15-19","2022Q3",22.01,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 20-24","2022Q3",73.42,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 25-29","2022Q3",85.76,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 30-34","2022Q3",79.3,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 35-39","2022Q3",77.18,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 40-44","2022Q3",80.1,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 45-49","2022Q3",81.41,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 50-54","2022Q3",79.23,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 55-59","2022Q3",73.95,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 60-64","2022Q3",62.67,,,"Frequency: Monthly",
"Japan","Employment-to-population ratio by sex and age (%)","LFS - Labour Force Survey","Sex: Female","Age (5-year bands): 65+","2022Q3",18.31,,,"Frequency: Monthly",
